Rank,University,Overall,Teaching,Research,Citations,Industry_income,International_outlook
1,University of Oxford,95.4,90.5,99.6,98.4,65.5,96.4
2,California Institute of Technology,94.5,92.1,97.2,97.9,88.0,82.5
3,University of Cambridge,94.4,91.4,98.7,95.8,59.3,95.0
4,Stanford University,94.3,92.8,96.4,99.9,66.2,79.5
5,Massachusetts Institute of Technology,93.6,90.5,92.4,99.5,86.9,89.0
6,Princeton University,93.2,90.3,96.3,98.8,58.6,81.1
7,Harvard University,93.0,89.2,98.6,99.1,47.3,76.3
8,Yale University,91.7,92.0,94.8,97.3,52.4,68.7
9,The University of Chicago,90.2,89.1,91.4,96.7,52.7,76.0
10,Imperial College London,89.8,84.5,87.6,97.0,69.9,97.1
11,University of Pennsylvania,89.6,87.5,90.4,98.2,74.0,65.0
12,Johns Hopkins University,89.2,81.7,91.4,98.3,91.3,73.2
=13,"University of California, Berkeley",88.3,83.0,90.6,99.2,46.1,70.4
=13,ETH Zurich,88.3,81.8,92.8,90.3,56.8,98.2
15,UCL,87.1,77.8,88.7,96.1,42.7,96.2
16,Columbia University,87.0,85.6,82.6,98.2,44.8,79.3
17,"University of California, Los Angeles",86.8,83.1,88.6,97.3,51.3,64.1
18,University of Toronto,85.5,76.6,89.5,93.6,50.5,84.7
19,Cornell University,85.1,79.7,86.0,96.6,37.1,73.4
20,Duke University,84.0,82.4,76.8,97.0,99.9,61.5
21,University of Michigan-Ann Arbor,83.8,79.4,86.1,94.9,47.7,59.2
22,Northwestern University,83.5,74.2,83.8,97.8,78.4,64.1
23,Tsinghua University,82.6,86.6,94.0,74.6,100.0,47.4
24,Peking University,82.3,89.1,90.0,73.2,86.6,59.6
25,National University of Singapore,81.9,76.8,90.4,76.9,58.8,95.5
26,University of Washington,81.6,72.2,82.2,98.6,47.5,60.4
=27,Carnegie Mellon University,81.3,65.9,82.7,98.2,50.5,80.6
=27,London School of Economics and Political Science,81.3,69.0,83.0,92.8,35.1,93.2
29,New York University,81.1,76.8,77.5,96.5,38.7,65.4
30,University of Edinburgh,79.4,67.3,74.1,96.4,38.9,93.8
31,"University of California, San Diego",78.8,62.6,78.9,97.7,90.3,63.7
=32,LMU Munich,77.8,68.4,77.0,88.8,100.0,67.2
=32,University of Melbourne,77.8,65.9,74.1,89.8,76.3,93.1
34,University of British Columbia,76.3,61.5,73.2,92.5,43.8,94.4
35,University of Hong Kong,75.9,69.5,77.2,76.6,59.7,98.6
=36,King’s College London,75.7,61.3,68.5,94.8,45.6,95.6
=36,The University of Tokyo,75.7,85.9,89.6,60.7,77.4,38.2
=38,École Polytechnique Fédérale de Lausanne,75.4,66.6,66.3,88.3,66.4,98.6
=38,Georgia Institute of Technology,75.4,60.2,76.4,90.4,61.6,77.1
=38,University of Texas at Austin,75.4,68.2,76.2,93.2,46.6,39.1
41,Karolinska Institute,74.7,55.4,71.4,96.1,71.2,81.2
42,McGill University,74.3,65.0,71.9,84.7,42.8,90.4
43,Technical University of Munich,74.1,64.6,70.4,85.5,100.0,72.9
44,Heidelberg University,73.5,67.1,60.3,96.2,54.6,67.5
=45,KU Leuven,73.2,58.7,73.9,85.3,99.3,71.8
=45,Paris Sciences et Lettres – PSL Research University Paris,73.2,71.6,71.4,77.0,52.2,78.7
47,The Hong Kong University of Science and Technology,73.1,57.4,66.1,89.8,71.9,97.7
=48,University of Illinois at Urbana-Champaign,72.9,63.2,78.0,84.4,47.9,54.3
=48,"Nanyang Technological University, Singapore",72.9,57.6,70.4,84.9,76.5,95.1
50,Australian National University,72.1,54.4,69.7,88.4,46.4,95.5
51,University of Wisconsin-Madison,72.0,68.8,70.3,85.3,46.3,47.4
52,Washington University in St Louis,71.5,64.2,57.5,98.8,40.7,57.1
53,Brown University,70.0,64.0,56.1,94.9,36.5,61.4
54,University of North Carolina at Chapel Hill,69.9,59.7,63.2,96.9,43.9,38.0
=55,"University of California, Davis",69.7,62.4,66.9,83.2,51.4,62.4
=55,University of Manchester,69.7,56.9,63.8,85.2,44.7,91.0
=57,"University of California, Santa Barbara",69.6,47.9,63.6,96.4,84.5,68.1
=57,Chinese University of Hong Kong,69.6,55.8,62.8,84.5,55.2,97.8
59,Wageningen University & Research,69.4,49.3,57.1,96.1,100.0,81.9
60,University of Sydney,69.3,51.0,61.5,90.7,67.7,89.2
61,Boston University,68.5,57.3,55.6,95.7,41.4,64.4
=62,University of Amsterdam,68.1,48.0,63.4,91.2,45.3,82.0
=62,University of Southern California,68.1,54.7,59.3,93.1,39.7,66.2
64,Seoul National University,68.0,72.3,71.6,66.5,86.6,35.8
65,Kyoto University,67.7,73.7,78.1,59.9,66.2,33.7
66,The University of Queensland,67.4,49.3,58.7,86.8,80.9,92.5
=67,Delft University of Technology,66.7,55.3,72.3,63.2,99.4,92.8
=67,Leiden University,66.7,48.3,65.0,83.1,72.7,79.4
69,Erasmus University Rotterdam,66.3,39.4,57.3,97.1,63.6,87.3
70,Ohio State University (Main campus),66.1,57.5,56.1,87.3,53.3,59.5
71,UNSW Sydney,65.9,50.2,58.2,82.9,57.9,93.7
72,McMaster University,65.4,44.5,50.1,94.8,94.0,82.7
73,University of Groningen,65.1,42.3,55.6,91.6,79.8,82.5
74,Humboldt University of Berlin,65.0,61.8,66.8,67.9,40.2,67.8
=75,Monash University,64.7,47.3,56.6,83.8,67.2,89.9
=75,Utrecht University,64.7,44.1,61.2,88.4,65.3,65.5
77,University of Warwick,64.6,46.9,52.7,88.8,42.8,93.8
78,Penn State (Main campus),64.2,55.2,67.1,75.7,52.1,47.4
79,University of Minnesota,64.1,55.2,59.3,82.7,78.2,40.2
=80,Charité - Universitätsmedizin Berlin,64.0,47.6,47.3,94.9,92.7,63.5
=80,Emory University,64.0,56.0,40.4,98.8,45.4,57.9
=80,University of Science and Technology of China,64.0,64.6,59.5,74.7,79.6,31.3
=80,Sorbonne University,64.0,62.3,50.6,79.9,38.4,69.2
84,Michigan State University,63.9,56.6,57.4,80.0,37.8,63.3
85,University of Montreal,63.4,48.2,49.7,86.4,70.0,84.1
86,University of Freiburg,63.3,49.1,51.6,83.1,100.0,75.7
87,University of Bristol,63.2,41.8,48.4,95.5,40.9,86.6
88,Purdue University West Lafayette,63.1,57.5,66.4,63.0,64.3,72.0
89,Sungkyunkwan University (SKKU),63.0,57.6,61.2,70.3,97.3,51.1
90,University of Zurich,62.8,47.0,46.7,88.2,53.0,92.2
=91,"University of Maryland, College Park",62.7,46.9,59.1,89.6,39.2,41.2
=91,University of Tübingen,62.7,51.2,56.2,80.1,67.0,64.0
93,École Polytechnique,62.5,59.6,49.1,70.2,69.6,95.2
=94,University of Basel,62.4,43.0,41.2,91.4,99.4,96.1
=94,Dartmouth College,62.4,58.4,39.9,96.4,41.0,39.6
=96,"University of California, Irvine",62.3,43.3,46.5,94.9,58.9,71.9
=96,University of Helsinki,62.3,43.4,59.3,88.1,38.1,55.1
=96,Lund University,62.3,40.7,54.3,86.3,81.0,77.7
=99,University of Glasgow,62.2,41.1,47.9,91.8,40.0,92.3
=99,RWTH Aachen University,62.2,55.6,61.5,67.3,98.1,59.0
101,University of Copenhagen,62.1,48.1,44.1,89.6,48.1,85.4
=102,Georgetown University,61.9,57.3,37.9,93.9,62.5,47.2
=102,Uppsala University,61.9,41.6,56.4,85.0,74.6,68.1
104,University of Arizona,61.8,52.6,53.7,85.3,52.7,40.2
=105,University of Bonn,61.6,47.6,47.0,88.0,93.3,60.3
=105,Rice University,61.6,49.1,39.7,93.7,45.4,77.0
=107,University of Virginia (Main campus),61.5,54.4,43.5,91.3,41.6,48.9
=107,Zhejiang University,61.5,66.0,64.7,50.6,100.0,61.8
109,Fudan University,61.4,61.9,58.6,68.1,58.6,44.8
=110,Korea Advanced Institute of Science and Technology (KAIST),61.3,62.6,66.4,58.1,99.9,35.5
=110,Queen Mary University of London,61.3,35.3,43.1,98.0,44.1,96.7
112,University of Birmingham,60.9,39.6,45.6,92.1,39.3,89.2
=113,University of Bern,60.4,44.5,41.2,86.6,85.0,87.3
=113,University of Pittsburgh-Pittsburgh campus,60.4,47.4,45.5,95.1,40.7,39.3
115,Aarhus University,60.3,37.2,54.0,85.4,66.7,74.8
116,Vanderbilt University,60.2,48.7,42.1,95.4,47.5,43.0
=117,Free University of Berlin,60.1,57.2,63.3,58.4,42.4,71.6
=117,University of Sheffield,60.1,45.2,46.4,83.0,45.8,87.3
119,Case Western Reserve University,60.0,48.4,39.9,95.3,42.1,52.2
=120,University of Adelaide,59.9,34.3,41.6,95.3,64.8,91.7
=120,National Taiwan University (NTU),59.9,57.0,62.7,64.0,65.4,41.9
122,University of Southampton,59.8,40.2,44.3,88.0,40.1,94.2
123,Ghent University,59.7,43.3,55.5,78.4,80.9,59.5
124,University of Colorado Boulder,59.6,44.8,45.6,93.1,41.7,47.3
125,University of Göttingen,59.5,49.6,48.6,82.0,37.0,60.9
126,City University of Hong Kong,59.3,41.0,48.9,77.6,62.4,99.6
127,Maastricht University,59.0,40.2,48.3,77.0,82.9,97.6
=128,Radboud University Nijmegen,58.9,36.0,49.9,88.2,46.2,73.0
=128,University of York,58.9,40.3,46.6,85.1,36.4,85.4
130,Université de Paris,58.8,52.0,36.1,88.3,35.6,66.6
=131,University of Oslo,58.7,39.6,43.8,90.0,40.7,75.5
=131,The University of Western Australia,58.7,32.5,43.9,91.0,57.0,94.3
133,Durham University,58.5,45.5,47.8,75.5,37.9,91.7
=134,Indiana University,58.4,50.8,49.7,76.7,49.8,53.5
=134,University of Vienna,58.4,48.1,55.3,64.6,37.1,94.2
=136,University of Alberta,58.2,47.9,48.8,70.3,60.5,87.5
=136,University of Cape Town,58.2,33.2,42.8,90.3,85.3,81.8
138,Vrije Universiteit Amsterdam,58.1,35.7,48.1,88.4,52.5,68.8
=139,Lancaster University,58.0,34.7,39.4,92.5,36.0,94.2
=139,Tufts University,58.0,49.1,34.2,94.4,38.6,49.6
=141,University of Ottawa,57.9,41.3,42.0,86.2,46.5,77.7
=141,Ulm University,57.9,40.6,36.6,94.9,75.7,57.5
143,Pompeu Fabra University,57.8,37.7,40.1,94.4,44.5,66.5
=144,University of Geneva,57.6,38.1,43.7,80.4,63.3,98.4
=144,Nanjing University,57.6,50.7,48.0,71.8,84.9,57.8
=146,University of Exeter,57.4,33.9,38.9,92.4,37.8,91.9
=146,Pohang University of Science and Technology (POSTECH),57.4,51.7,50.9,72.2,99.6,32.9
=146,University of Sussex,57.4,35.3,37.9,91.8,35.9,93.6
=149,University of Hamburg,57.3,44.4,49.8,74.0,98.5,58.1
=149,Sant’Anna School of Advanced Studies – Pisa,57.3,45.0,42.3,82.5,84.7,56.0
=149,Technical University of Berlin,57.3,50.4,53.9,62.3,92.7,66.2
=152,Université Catholique de Louvain,57.2,38.8,51.5,75.7,53.7,80.5
=152,University of Nottingham,57.2,42.7,42.6,80.3,39.4,87.5
=152,Scuola Normale Superiore di Pisa,57.2,57.2,38.1,79.2,35.9,52.8
=155,Arizona State University (Tempe),57.1,39.3,50.7,81.6,38.5,61.8
=155,University of Leeds,57.1,41.1,45.9,78.0,39.9,87.5
=157,Autonomous University of Barcelona,56.9,40.9,36.1,92.9,44.8,64.3
=157,University of Cologne,56.9,43.6,42.9,81.5,70.6,62.9
=157,University of Mannheim,56.9,41.9,50.0,78.2,58.6,58.5
=157,University of Notre Dame,56.9,52.9,46.2,73.5,38.1,55.3
=157,Shanghai Jiao Tong University,56.9,58.0,63.0,47.9,99.9,49.8
=157,TU Dresden,56.9,46.5,48.5,73.0,94.1,55.8
163,University of Würzburg,56.8,38.7,42.4,87.5,65.6,61.5
164,Trinity College Dublin,56.4,41.7,43.9,75.4,41.2,94.4
165,University of Liverpool,56.3,35.2,37.5,88.8,38.8,92.2
=166,Bielefeld University,56.1,36.1,42.7,91.1,59.4,48.6
=166,University of Leicester,56.1,30.1,34.8,96.2,38.1,90.7
=168,University of Aberdeen,56.0,30.4,33.3,95.2,45.8,95.7
=168,University of Bologna,56.0,51.5,34.8,83.8,45.1,50.7
=168,"Rutgers, the State University of New Jersey",56.0,47.8,48.5,73.9,41.1,51.5
171,Hong Kong Polytechnic University,55.9,41.0,46.6,71.8,42.3,94.1
172,University of Alabama at Birmingham,55.7,39.2,33.6,97.3,74.8,37.4
=173,Northeastern University,55.6,38.0,27.9,97.5,38.0,75.0
=173,University of Rochester,55.6,43.4,30.3,91.4,40.9,67.2
=175,University of Florida,55.4,54.0,53.8,61.9,57.9,40.0
=175,Karlsruhe Institute of Technology,55.4,45.4,47.8,66.5,91.3,69.1
=175,Stockholm University,55.4,30.0,46.4,85.0,36.6,81.3
178,Texas A&M University,55.3,49.3,54.8,62.8,45.3,54.3
=179,University of Auckland,55.2,31.4,43.9,80.2,62.4,94.0
=179,"University of California, Santa Cruz",55.2,33.1,34.9,97.7,39.1,60.6
=179,Korea University,55.2,48.4,50.2,64.5,93.9,52.0
=179,Queensland University of Technology,55.2,31.9,40.3,86.4,62.4,81.4
183,University of Erlangen-Nuremberg,54.9,41.1,45.8,75.2,89.6,52.9
=184,Aalto University,54.8,41.8,39.4,76.7,48.3,82.3
=184,Technical University of Denmark,54.8,39.4,40.2,73.8,71.6,92.8
=186,Eindhoven University of Technology,54.7,44.6,48.8,61.0,99.8,78.3
=186,University of Gothenburg,54.7,27.5,41.5,93.5,40.1,65.7
188,Télécom Paris,54.6,42.6,38.3,74.4,76.6,81.7
=189,Lomonosov Moscow State University,54.3,78.2,63.0,15.6,90.7,66.6
=189,University of Münster,54.3,41.0,42.5,81.3,47.5,48.7
=189,Tel Aviv University,54.3,41.3,51.3,71.2,41.8,54.7
192,University of East Anglia,54.2,28.3,30.1,97.2,35.7,87.7
193,University of Canberra,54.1,25.2,31.1,99.2,38.6,86.9
=194,University of Duisburg-Essen,54.0,34.4,32.8,91.8,71.6,60.0
=194,University of Technology Sydney,54.0,33.5,42.9,75.3,50.3,96.1
=194,University of the Witwatersrand,54.0,31.2,43.2,78.8,100.0,73.7
197,Yonsei University (Seoul campus),53.9,51.2,52.6,53.0,98.9,58.4
=198,University of Antwerp,53.8,35.6,44.5,75.8,72.2,69.6
=198,Cardiff University,53.8,32.5,35.5,87.1,37.8,85.1
=198,George Washington University,53.8,48.6,32.4,81.5,35.0,55.5
=198,University of Lausanne,53.8,33.1,44.2,73.3,67.8,92.7
=198,University of St Andrews,53.8,42.2,41.8,67.8,37.6,96.6
201–250,Aalborg University,50.1–53.7,28.5,39.1,87.1,48.0,75.1
201–250,University of Barcelona,50.1–53.7,37.3,32.5,87.6,41.2,54.7
201–250,University of Bergen,50.1–53.7,29.5,29.4,94.1,37.1,78.3
201–250,Brandeis University,50.1–53.7,28.5,22.9,100.0,35.6,53.4
201–250,University of Calgary,50.1–53.7,33.9,34.2,84.7,48.1,77.2
201–250,Copenhagen Business School,50.1–53.7,25.3,32.4,83.7,43.6,92.2
201–250,University of Dundee,50.1–53.7,24.8,31.2,90.5,46.5,80.4
201–250,École Normale Supérieure de Lyon,50.1–53.7,45.2,43.5,63.9,47.0,70.7
201–250,Griffith University,50.1–53.7,25.5,32.7,86.0,42.0,81.8
201–250,University of Hawai’i at Mānoa,50.1–53.7,36.3,38.9,73.8,51.5,65.5
201–250,Hebrew University of Jerusalem,50.1–53.7,48.2,45.1,62.3,41.4,60.3
201–250,University of Hohenheim,50.1–53.7,34.4,31.0,92.0,50.0,55.7
201–250,Howard University,50.1–53.7,42.8,15.3,99.0,34.4,34.0
201–250,University of Iowa,50.1–53.7,43.1,29.5,82.3,54.0,46.5
201–250,James Cook University,50.1–53.7,23.3,28.4,93.3,45.9,75.7
201–250,King Abdulaziz University,50.1–53.7,29.5,16.5,96.4,78.9,93.1
201–250,University of Konstanz,50.1–53.7,38.8,44.2,66.4,72.1,65.6
201–250,KTH Royal Institute of Technology,50.1–53.7,40.5,42.7,62.3,50.5,89.0
201–250,Université Libre de Bruxelles,50.1–53.7,30.2,41.5,73.6,42.7,87.0
201–250,University of Luxembourg,50.1–53.7,37.9,36.5,75.8,45.2,99.7
201–250,Macquarie University,50.1–53.7,37.8,42.6,71.8,53.1,83.9
201–250,University of Massachusetts,50.1–53.7,38.5,31.1,87.0,49.9,61.7
201–250,Medical University of Graz,50.1–53.7,30.9,25.1,91.7,62.1,74.2
201–250,Medical University of Vienna,50.1–53.7,33.4,23.5,90.3,53.0,78.8
201–250,University of Miami,50.1–53.7,44.0,25.2,83.2,41.3,59.1
201–250,Moscow Institute of Physics and Technology (MIPT),50.1–53.7,53.3,45.6,47.2,99.9,58.7
201–250,Newcastle University,50.1–53.7,31.5,36.2,85.5,41.7,87.8
201–250,University of Otago,50.1–53.7,30.2,32.1,84.7,37.0,89.8
201–250,University of Padua,50.1–53.7,42.5,30.9,80.2,38.4,45.1
201–250,Paris-Sud University,50.1–53.7,33.7,32.3,85.9,35.1,65.3
201–250,Queen’s University Belfast,50.1–53.7,31.2,35.5,83.7,38.7,96.4
201–250,RCSI University of Medicine and Health Sciences,50.1–53.7,30.1,26.9,90.0,47.5,93.7
201–250,University of Reading,50.1–53.7,32.1,35.2,76.9,40.3,91.9
201–250,"St George’s, University of London",50.1–53.7,24.0,22.0,98.2,36.9,79.6
201–250,University of South Florida (Tampa),50.1–53.7,30.5,34.2,87.3,89.0,54.7
201–250,Tilburg University,50.1–53.7,36.8,48.8,62.1,55.9,78.2
201–250,University of Twente,50.1–53.7,35.2,46.8,55.6,85.0,90.8
201–250,Ulsan National Institute of Science and Technology (UNIST),50.1–53.7,27.8,38.6,91.3,80.5,51.9
201–250,University College Dublin,50.1–53.7,30.8,36.5,73.6,43.9,92.5
201–250,University of Utah,50.1–53.7,39.0,34.7,86.4,48.3,33.0
201–250,Virginia Polytechnic Institute and State University,50.1–53.7,37.5,42.3,70.9,47.5,54.0
201–250,Vita-Salute San Raffaele University,50.1–53.7,38.7,22.4,97.6,35.9,43.1
201–250,Vrije Universiteit Brussel,50.1–53.7,37.4,42.3,62.7,87.0,75.4
201–250,Wake Forest University,50.1–53.7,42.8,18.8,94.1,43.6,31.2
201–250,University of Waterloo,50.1–53.7,35.0,42.1,66.3,45.1,84.1
201–250,Western University,50.1–53.7,40.2,35.7,76.4,59.1,80.0
201–250,William & Mary,50.1–53.7,47.5,21.1,87.4,35.3,37.3
201–250,University of Wollongong,50.1–53.7,29.9,35.0,75.5,55.7,93.4
251–300,Alfaisal University,46.9–50.0,19.6,21.2,95.0,50.4,98.1
251–300,Auckland University of Technology,46.9–50.0,19.7,18.4,98.0,36.7,95.8
251–300,Autonomous University of Madrid,46.9–50.0,40.1,28.7,74.5,38.6,51.5
251–300,University of Bath,46.9–50.0,28.6,31.1,75.7,37.5,90.3
251–300,Brighton and Sussex Medical School,46.9–50.0,15.9,19.9,100.0,34.4,77.7
251–300,University at Buffalo,46.9–50.0,37.2,32.7,73.8,42.1,64.7
251–300,"University of California, Riverside",46.9–50.0,31.2,30.3,85.9,39.4,64.7
251–300,Chalmers University of Technology,46.9–50.0,36.1,42.1,60.0,74.1,82.9
251–300,University of Cincinnati – Uptown,46.9–50.0,35.5,30.8,83.9,39.4,40.9
251–300,Curtin University,46.9–50.0,23.4,30.4,83.2,44.8,94.2
251–300,Dalhousie University,46.9–50.0,27.7,29.6,79.5,44.4,85.4
251–300,University of Delaware,46.9–50.0,28.5,38.2,71.5,90.6,47.2
251–300,École des Ponts ParisTech,46.9–50.0,39.9,24.5,73.1,57.5,82.3
251–300,University of Essex,46.9–50.0,31.6,34.3,68.6,35.0,96.5
251–300,Flinders University,46.9–50.0,22.5,29.9,84.4,37.7,88.0
251–300,Florida State University,46.9–50.0,38.0,40.1,69.2,39.4,43.5
251–300,George Mason University,46.9–50.0,29.9,26.3,89.5,35.8,46.2
251–300,Heriot-Watt University,46.9–50.0,28.4,26.7,75.2,42.0,94.0
251–300,HSE University,46.9–50.0,35.9,37.3,78.1,56.5,42.0
251–300,University of Illinois at Chicago,46.9–50.0,45.0,33.4,69.7,43.2,54.9
251–300,University of Kiel,46.9–50.0,30.6,27.5,86.8,34.4,54.9
251–300,La Trobe University,46.9–50.0,27.1,33.1,73.3,51.3,83.8
251–300,Université Laval,46.9–50.0,40.1,31.8,67.6,59.6,69.2
251–300,Macau University of Science and Technology,46.9–50.0,27.1,22.4,83.0,34.8,99.6
251–300,Medical University of Innsbruck,46.9–50.0,30.5,14.2,89.1,51.5,93.9
251–300,"National University of Ireland, Galway",46.9–50.0,27.1,29.9,76.3,42.4,79.8
251–300,University of Navarra,46.9–50.0,30.4,27.9,80.3,85.5,65.1
251–300,University of Oregon,46.9–50.0,34.0,29.3,83.7,34.7,37.0
251–300,Oregon Health and Science University,46.9–50.0,35.7,16.7,99.7,47.6,26.6
251–300,University of Oulu,46.9–50.0,30.3,34.4,76.4,43.0,54.3
251–300,University of Passau,46.9–50.0,32.8,39.3,75.5,47.5,59.1
251–300,University of Potsdam,46.9–50.0,36.8,40.8,65.2,56.2,57.4
251–300,Queen’s University,46.9–50.0,41.5,37.8,62.6,65.7,66.3
251–300,"Royal Holloway, University of London",46.9–50.0,30.6,30.2,73.4,37.1,92.8
251–300,Ruhr University Bochum,46.9–50.0,39.7,45.0,57.9,54.5,55.0
251–300,University of São Paulo,46.9–50.0,56.4,54.0,40.6,39.9,33.9
251–300,Sapienza University of Rome,46.9–50.0,40.4,40.0,69.8,43.6,40.5
251–300,Simon Fraser University,46.9–50.0,24.1,35.5,75.3,47.0,91.1
251–300,University of South Australia,46.9–50.0,31.5,39.4,65.8,82.5,89.3
251–300,University of Southern Denmark,46.9–50.0,21.4,28.1,85.1,69.7,80.9
251–300,Stellenbosch University,46.9–50.0,29.5,34.6,74.4,59.1,54.8
251–300,University of Stuttgart,46.9–50.0,41.8,45.4,52.4,61.1,53.1
251–300,Sun Yat-sen University,46.9–50.0,43.6,35.8,63.5,56.4,34.9
251–300,University of Surrey,46.9–50.0,30.2,34.3,71.9,46.8,93.7
251–300,Swansea University,46.9–50.0,21.3,24.1,93.3,36.8,83.2
251–300,Syracuse University,46.9–50.0,35.1,29.6,78.1,35.3,48.7
251–300,Tampere University,46.9–50.0,26.4,34.7,81.8,52.6,49.3
251–300,Technical University of Darmstadt,46.9–50.0,42.4,44.2,50.4,89.5,57.2
251–300,Tohoku University,46.9–50.0,52.7,54.4,39.8,86.4,38.1
251–300,Tokyo Institute of Technology,46.9–50.0,51.2,51.8,37.4,69.3,40.5
251–300,Western Sydney University,46.9–50.0,23.5,29.1,82.8,40.4,83.7
301–350,Aix-Marseille University,44.5–46.8,41.3,25.3,67.1,36.8,60.5
301–350,Anglia Ruskin University ARU,44.5–46.8,17.9,14.4,99.9,35.1,83.7
301–350,Beijing Normal University,44.5–46.8,46.5,39.6,48.6,57.1,42.9
301–350,Boston College,44.5–46.8,36.7,33.7,69.2,34.4,42.3
301–350,University of Canterbury,44.5–46.8,24.3,27.2,72.7,38.5,93.1
301–350,Colorado School of Mines,44.5–46.8,30.1,25.1,79.6,46.6,42.1
301–350,Cyprus University of Technology,44.5–46.8,17.2,16.3,98.0,35.3,72.0
301–350,Deakin University,44.5–46.8,23.8,29.6,73.5,40.6,85.2
301–350,University of Fribourg,44.5–46.8,31.8,32.4,64.7,54.1,87.3
301–350,Goethe University Frankfurt,44.5–46.8,31.7,29.5,75.6,43.2,59.9
301–350,Grenoble Alpes University,44.5–46.8,34.0,30.4,69.7,36.0,59.9
301–350,Huazhong University of Science and Technology,44.5–46.8,41.0,39.1,59.8,90.4,25.8
301–350,Indian Institute of Science,44.5–46.8,58.6,55.3,32.4,57.1,20.2
301–350,Indian Institute of Technology Ropar,44.5–46.8,28.1,12.8,100.0,36.2,18.0
301–350,Jacobs University,44.5–46.8,40.6,33.2,50.7,55.1,88.7
301–350,Johannes Gutenberg University of Mainz,44.5–46.8,35.2,22.6,77.4,68.9,56.7
301–350,University of Klagenfurt,44.5–46.8,25.3,16.5,86.5,37.2,87.3
301–350,Kyung Hee University,44.5–46.8,33.8,40.5,56.4,84.9,62.6
301–350,University of Liège,44.5–46.8,27.6,38.2,60.5,95.9,70.6
301–350,University of Macau,44.5–46.8,32.3,32.6,61.9,41.0,98.5
301–350,University of Malaya,44.5–46.8,41.6,30.5,56.6,48.1,81.6
301–350,University of Marburg,44.5–46.8,33.8,29.1,73.4,39.1,53.6
301–350,Maynooth University,44.5–46.8,20.3,29.8,80.3,37.3,78.2
301–350,University of Milan,44.5–46.8,35.9,28.9,72.2,37.7,42.6
301–350,Montpellier University,44.5–46.8,36.3,27.1,67.1,37.3,61.6
301–350,Nagoya University,44.5–46.8,47.8,47.8,43.4,76.8,32.8
301–350,University of Newcastle,44.5–46.8,24.5,28.3,76.6,49.9,83.1
301–350,University of New Mexico (Main campus),44.5–46.8,29.2,31.8,83.6,37.4,33.2
301–350,North Carolina State University,44.5–46.8,36.7,35.3,64.7,43.2,57.8
301–350,Nova Southeastern University,44.5–46.8,33.8,10.3,99.5,34.4,29.5
301–350,Osaka University,44.5–46.8,51.5,49.0,34.6,63.0,36.0
301–350,Politecnico di Milano,44.5–46.8,33.1,35.2,59.6,72.5,59.0
301–350,Reykjavík University,44.5–46.8,14.4,18.2,100.0,36.5,64.1
301–350,Rush University,44.5–46.8,37.2,12.9,92.1,41.3,19.7
301–350,Southern University of Science and Technology (SUSTech),44.5–46.8,23.9,23.5,85.3,70.5,59.7
301–350,Stony Brook University,44.5–46.8,34.4,23.5,77.0,36.1,71.5
301–350,Swedish University of Agricultural Sciences,44.5–46.8,31.1,29.5,73.5,94.8,47.6
301–350,University of Tartu,44.5–46.8,26.8,27.1,82.4,37.5,55.4
301–350,University of Tasmania,44.5–46.8,26.0,33.7,63.0,50.1,88.2
301–350,Temple University,44.5–46.8,39.3,23.5,79.3,34.4,37.7
301–350,The University of Tennessee-Knoxville,44.5–46.8,32.9,23.4,80.3,43.9,45.7
301–350,University of Texas at Dallas,44.5–46.8,23.7,29.3,82.1,39.9,60.2
301–350,University of Trento,44.5–46.8,27.7,31.7,77.8,41.5,57.7
301–350,Tulane University,44.5–46.8,42.3,24.1,72.7,37.0,41.9
301–350,Umeå University,44.5–46.8,23.5,28.5,79.1,36.2,63.4
301–350,United Arab Emirates University,44.5–46.8,23.7,19.1,84.7,43.3,91.6
301–350,Università della Svizzera italiana,44.5–46.8,24.6,21.9,74.6,44.0,99.6
301–350,University College Cork,44.5–46.8,24.9,23.1,77.5,44.5,81.3
301–350,Victoria University,44.5–46.8,24.0,26.0,75.3,42.8,77.9
351–400,University of Alaska Fairbanks,42.4–44.4,27.5,25.0,72.5,43.8,53.9
351–400,American University of Beirut,42.4–44.4,28.7,14.9,77.1,36.7,78.2
351–400,Australian Catholic University,42.4–44.4,20.6,27.5,73.4,39.4,74.3
351–400,Babol Noshirvani University of Technology,42.4–44.4,15.3,21.2,99.8,42.2,17.1
351–400,University of Bayreuth,42.4–44.4,34.7,34.5,55.8,59.9,55.4
351–400,"Birkbeck, University of London",42.4–44.4,27.6,31.5,62.8,34.5,87.4
351–400,University of Bremen,42.4–44.4,36.9,36.1,56.0,49.0,55.7
351–400,Brunel University London,42.4–44.4,26.9,26.9,63.2,36.8,95.3
351–400,"University of California, Merced",42.4–44.4,17.1,21.6,95.3,38.0,42.4
351–400,Catholic University of Portugal,42.4–44.4,18.3,15.0,94.6,35.9,47.4
351–400,Clark University,42.4–44.4,24.0,22.7,79.3,34.4,57.5
351–400,University of Connecticut,42.4–44.4,36.5,29.7,60.6,37.9,49.0
351–400,University of Crete,42.4–44.4,17.7,20.1,91.4,38.7,48.0
351–400,University of Denver,42.4–44.4,40.5,22.3,75.4,35.8,27.8
351–400,University of Florence,42.4–44.4,37.9,25.1,65.8,42.3,46.2
351–400,"Goldsmiths, University of London",42.4–44.4,33.8,28.6,60.4,35.1,79.4
